accession,virus,viral_family,host
NC_008375,Raven circovirus,Circoviridae,Corvus coronoides
NC_008516,White bream virus,Tobaniviridae,Blicca bjoerkna
NC_008519,Mastomys coucha papillomavirus 2,Papillomaviridae,Mastomys coucha
NC_008521,Gull circovirus,Circoviridae,Larus argentatus
NC_008522,Finch circovirus,Circoviridae,Neoaves
NC_008580,Rabbit vesivirus,Caliciviridae,Oryctolagus cuniculus
NC_008582,Micromys minutus papillomavirus 1,Papillomaviridae,Micromys minutus
NC_008714,enterovirus F4,Picornaviridae,Trichosurus vulpecula
NC_008718,Entebbe bat virus,Flaviviridae,Mops pumilus
NC_009021,Rousettus bat coronavirus HKU9,Coronaviridae,Chiroptera
NC_009127,Cyprinid herpesvirus 3,Alloherpesviridae,Cyprinus carpio
NC_009225,Torque teno midi virus 1,Anelloviridae,Homo sapiens
NC_009333,Human gammaherpesvirus 8,Orthoherpesviridae,Homo sapiens
NC_009334,Human herpesvirus 4 type 2,Orthoherpesviridae,Homo sapiens
NC_009424,Woolly monkey sarcoma virus,Retroviridae,Lagothrix
NC_009489,Orthorubulavirus mapueraense,Paramyxoviridae,Sturnira lilium
NC_009527,European bat lyssavirus 1,Rhabdoviridae,Boreoeutheria
NC_009528,European bat lyssavirus 2,Rhabdoviridae,Mammalia
NC_009539,WU Polyomavirus,Polyomaviridae,Homo sapiens
NC_009640,Orthorubulavirus suis,Paramyxoviridae,Sus scrofa
NC_009657,Scotophilus bat coronavirus 512,Coronaviridae,Scotophilus kuhlii
NC_009823,Hepatitis C virus genotype 2,Flaviviridae,Pan troglodytes
NC_009824,Hepatitis C virus genotype 3,Flaviviridae,Homo sapiens
NC_009826,Hepatitis C virus genotype 5,Flaviviridae,Homo sapiens
NC_009827,Hepatitis C virus genotype 6,Flaviviridae,Homo sapiens
NC_009889,RD114 retrovirus,Retroviridae,Felis catus
NC_009894,Akabane virus,Peribunyaviridae,Bovidae
NC_009895,Akabane virus,Peribunyaviridae,Bovidae
NC_009896,Akabane virus,Peribunyaviridae,Bovidae
NC_009951,Squirrel monkey polyomavirus,Polyomaviridae,Saimiri boliviensis
NC_009988,Rhinolophus bat coronavirus HKU2,Coronaviridae,Rhinolophus sinicus
NC_009989,Snake adenovirus 1,Adenoviridae,Colubroidea
NC_009996,Rhinovirus C,Picornaviridae,Homo sapiens
NC_010107,Bandicoot papillomatosis carcinomatosis virus type 1,Papillomaviridae,Perameles bougainville
NC_010226,Canis familiaris papillomavirus 4,Papillomaviridae,Canis lupus familiaris
NC_010247,Amapari virus,Arenaviridae,Euarchontoglires
NC_010251,Amapari virus,Arenaviridae,Euarchontoglires
NC_010248,Mammarenavirus oliverosense,Arenaviridae,Bolomys
NC_010250,Mammarenavirus oliverosense,Arenaviridae,Bolomys
NC_010249,Mammarenavirus allpahuayoense,Arenaviridae,Oecomys
NC_010253,Mammarenavirus allpahuayoense,Arenaviridae,Oecomys
NC_010252,Mammarenavirus cupixiense,Arenaviridae,Euarchontoglires
NC_010254,Mammarenavirus cupixiense,Arenaviridae,Euarchontoglires
NC_010255,Mammarenavirus bearense,Arenaviridae,Peromyscus californicus
NC_010256,Mammarenavirus bearense,Arenaviridae,Peromyscus californicus
JF713717,Po-Circo-like virus 22,Circoviridae,Sus scrofa
JF742597,Gallid herpesvirus 2 strain 814,Orthoherpesviridae,Gallus gallus
JF755427,aichivirus A3,Picornaviridae,Peromyscus crinitus
JF781268,Norovirus cat/GIV.2/CU081210E/USA/2010,Caliciviridae,Felis catus
JF800658,Canis familiaris papillomavirus 11,Papillomaviridae,Canis lupus familiaris
JF905564,Enterovirus A76,Picornaviridae,Homo sapiens
JF906559,Human papillomavirus 155,Papillomaviridae,Homo sapiens
JF908815,Xenotropic murine leukemia virus,Retroviridae,Homo sapiens
JF964962,Human adenovirus 61,Adenoviridae,Homo sapiens
JN088541,Canine kobuvirus US-PC0082,Picornaviridae,Canis lupus familiaris
JN171845,human papillomavirus 153,Papillomaviridae,Homo sapiens
JN227533,macacine betaherpesvirus 8,Orthoherpesviridae,Macaca fascicularis
MK496806,Capybara microvirus Cap3_SP_481,Microviridae,Hydrochoerus hydrochaeris
MK496807,Capybara microvirus Cap3_SP_535,Microviridae,Hydrochoerus hydrochaeris
MK496808,Capybara microvirus Cap3_SP_539,Microviridae,Hydrochoerus hydrochaeris
MK496809,Capybara microvirus Cap3_SP_541,Microviridae,Hydrochoerus hydrochaeris
MK496810,Capybara microvirus Cap3_SP_546,Microviridae,Hydrochoerus hydrochaeris
MK496811,Capybara microvirus Cap3_SP_550,Microviridae,Hydrochoerus hydrochaeris
MK496812,Capybara microvirus Cap3_SP_554,Microviridae,Hydrochoerus hydrochaeris
MK496813,Capybara microvirus Cap3_SP_562,Microviridae,Hydrochoerus hydrochaeris
MK496814,Capybara microvirus Cap3_SP_578,Microviridae,Hydrochoerus hydrochaeris
MK496815,Capybara microvirus Cap3_SP_581,Microviridae,Hydrochoerus hydrochaeris
MK496817,Capybara microvirus Cap3_SP_588,Microviridae,Hydrochoerus hydrochaeris
MK496818,Capybara microvirus Cap3_SP_603,Microviridae,Hydrochoerus hydrochaeris
MK496819,Capybara microvirus Cap3_SP_612,Microviridae,Hydrochoerus hydrochaeris
MK496820,Capybara microvirus Cap3_SP_613,Microviridae,Hydrochoerus hydrochaeris
MK496821,Capybara microvirus Cap3_SP_632,Microviridae,Hydrochoerus hydrochaeris
MK496822,Capybara microvirus Cap3_SP_641,Microviridae,Hydrochoerus hydrochaeris
MK496823,Capybara microvirus Cap3_SP_645,Microviridae,Hydrochoerus hydrochaeris
MK496824,Capybara microvirus Cap3_SP_646,Microviridae,Hydrochoerus hydrochaeris
MK496825,Capybara microvirus Cap3_SP_649,Microviridae,Hydrochoerus hydrochaeris
MK496826,Capybara microvirus Cap3_SP_668,Microviridae,Hydrochoerus hydrochaeris
MK765551,Tortoise microvirus 1,Microviridae,Gopherus morafkai
MK765552,Tortoise microvirus 2,Microviridae,Gopherus morafkai
MK765553,Tortoise microvirus 3,Microviridae,Gopherus morafkai
MK765554,Tortoise microvirus 4,Microviridae,Gopherus morafkai
MK765556,Tortoise microvirus 6,Microviridae,Gopherus morafkai
MK765557,Tortoise microvirus 7,Microviridae,Gopherus morafkai
MK765559,Tortoise microvirus 9,Microviridae,Gopherus morafkai
MK765560,Tortoise microvirus 10,Microviridae,Gopherus morafkai
MK765561,Tortoise microvirus 11,Microviridae,Gopherus morafkai
MK765562,Tortoise microvirus 12,Microviridae,Gopherus morafkai
MK765563,Tortoise microvirus 13,Microviridae,Gopherus morafkai
MK765564,Tortoise microvirus 14,Microviridae,Gopherus morafkai
MK765565,Tortoise microvirus 15,Microviridae,Gopherus morafkai
MK765566,Tortoise microvirus 16,Microviridae,Gopherus morafkai
MK765568,Tortoise microvirus 18,Microviridae,Gopherus morafkai
MK765569,Tortoise microvirus 19,Microviridae,Gopherus morafkai
MK765570,Tortoise microvirus 20,Microviridae,Gopherus morafkai
MK765571,Tortoise microvirus 21,Microviridae,Gopherus morafkai
MK765572,Tortoise microvirus 22,Microviridae,Gopherus morafkai
MK765573,Tortoise microvirus 23,Microviridae,Gopherus morafkai
MK765574,Tortoise microvirus 24,Microviridae,Gopherus morafkai
MK765575,Tortoise microvirus 25,Microviridae,Gopherus morafkai
MK765576,Tortoise microvirus 26,Microviridae,Gopherus morafkai
MK765577,Tortoise microvirus 27,Microviridae,Gopherus morafkai
MK765578,Tortoise microvirus 28,Microviridae,Gopherus morafkai
MK765579,Tortoise microvirus 29,Microviridae,Gopherus morafkai
MK765580,Tortoise microvirus 30,Microviridae,Gopherus morafkai
MK765582,Tortoise microvirus 32,Microviridae,Gopherus morafkai
MK765583,Tortoise microvirus 33,Microviridae,Gopherus morafkai
MK765584,Tortoise microvirus 34,Microviridae,Gopherus morafkai
MK765585,Tortoise microvirus 35,Microviridae,Gopherus morafkai
MK765586,Tortoise microvirus 36,Microviridae,Gopherus morafkai
MK765587,Tortoise microvirus 37,Microviridae,Gopherus morafkai
MK765588,Tortoise microvirus 38,Microviridae,Gopherus morafkai
MK765589,Tortoise microvirus 39,Microviridae,Gopherus morafkai
MK765590,Tortoise microvirus 40,Microviridae,Gopherus morafkai
MK765595,Tortoise microvirus 43,Microviridae,Gopherus morafkai
MK765596,Tortoise microvirus 44,Microviridae,Gopherus morafkai
MK765598,Tortoise microvirus 46,Microviridae,Gopherus morafkai
MK765599,Tortoise microvirus 47,Microviridae,Gopherus morafkai
MK765600,Tortoise microvirus 48,Microviridae,Gopherus morafkai
MK765601,Tortoise microvirus 49,Microviridae,Gopherus morafkai
MK765602,Tortoise microvirus 50,Microviridae,Gopherus morafkai
MK765603,Tortoise microvirus 51,Microviridae,Gopherus morafkai
MK765605,Tortoise microvirus 53,Microviridae,Gopherus morafkai
MK765606,Tortoise microvirus 54,Microviridae,Gopherus morafkai
MK765608,Tortoise microvirus 56,Microviridae,Gopherus morafkai
MK765610,Tortoise microvirus 58,Microviridae,Gopherus morafkai
MK765611,Tortoise microvirus 59,Microviridae,Gopherus morafkai
MK765612,Tortoise microvirus 60,Microviridae,Gopherus morafkai
MK765614,Tortoise microvirus 62,Microviridae,Gopherus morafkai
MK765615,Tortoise microvirus 63,Microviridae,Gopherus morafkai
MK765616,Tortoise microvirus 64,Microviridae,Gopherus morafkai
MK765617,Tortoise microvirus 65,Microviridae,Gopherus morafkai
MK765618,Tortoise microvirus 66,Microviridae,Gopherus morafkai
MK765619,Tortoise microvirus 67,Microviridae,Gopherus morafkai
MK765620,Tortoise microvirus 68,Microviridae,Gopherus morafkai
MK765622,Tortoise microvirus 69,Microviridae,Gopherus morafkai
MK765623,Tortoise microvirus 70,Microviridae,Gopherus morafkai
MK765624,Tortoise microvirus 71,Microviridae,Gopherus morafkai
MK765625,Tortoise microvirus 72,Microviridae,Gopherus morafkai
MK765626,Tortoise microvirus 73,Microviridae,Gopherus morafkai
MK765627,Tortoise microvirus 74,Microviridae,Gopherus morafkai
MK765628,Tortoise microvirus 75,Microviridae,Gopherus morafkai
MK765629,Tortoise microvirus 76,Microviridae,Gopherus morafkai
AB027020,human papillomavirus 69,Papillomaviridae,Homo sapiens
AB027021,human papillomavirus 82,Papillomaviridae,Homo sapiens
AB042808,Chiba virus,Caliciviridae,Homo sapiens
PP511794,Dulem virus 269,Microviridae,Lemuriformes
PP511798,Dulem virus 258,Microviridae,Propithecus coquereli
PP511799,Dulem virus 255,Microviridae,Lemuriformes
PP511804,Dulem virus 234,Microviridae,Propithecus coquereli
PP511806,Dulem virus 212,Microviridae,Propithecus coquereli
PP511811,Dulem virus 196,Microviridae,Propithecus coquereli
PP511815,Dulem virus 190,Microviridae,Lemuriformes
PP511816,Dulem virus 180,Microviridae,Propithecus coquereli
PP511819,Dulem virus 173,Microviridae,Propithecus coquereli
PP511820,Dulem virus 170,Microviridae,Propithecus coquereli
PP511823,Dulem virus 158,Microviridae,Propithecus coquereli
PP511826,Dulem virus 148,Microviridae,Lemuriformes
PP511832,Dulem virus 130,Microviridae,Propithecus coquereli
PP511837,Dulem virus 115,Microviridae,Propithecus coquereli
PP511840,Dulem virus 106,Microviridae,Propithecus coquereli
PP511841,Dulem virus 104,Microviridae,Propithecus coquereli
PP511842,Dulem virus 100,Microviridae,Propithecus coquereli
PP511843,Dulem virus 98,Microviridae,Propithecus coquereli
NC_077925,Ananindeua virus,Peribunyaviridae,Theria
NC_077926,Ananindeua virus,Peribunyaviridae,Theria
NC_077927,Ananindeua virus,Peribunyaviridae,Theria
NC_077928,Mirim virus,Peribunyaviridae,Sapajus apella
NC_077929,Mirim virus,Peribunyaviridae,Sapajus apella
NC_077930,Mirim virus,Peribunyaviridae,Sapajus apella
NC_077946,Shark River virus,Peribunyaviridae,Selachii
NC_077947,Shark River virus,Peribunyaviridae,Selachii
NC_077948,Shark River virus,Peribunyaviridae,Selachii
NC_077973,Apeu virus,Peribunyaviridae,Simiiformes
NC_077974,Apeu virus,Peribunyaviridae,Simiiformes
NC_077975,Apeu virus,Peribunyaviridae,Simiiformes
NC_077979,Nepuyo virus,Peribunyaviridae,Mus musculus
NC_077980,Nepuyo virus,Peribunyaviridae,Mus musculus
NC_077981,Nepuyo virus,Peribunyaviridae,Mus musculus
NC_077982,Bruconha virus,Peribunyaviridae,Mus musculus
NC_077983,Bruconha virus,Peribunyaviridae,Mus musculus
NC_077984,Bruconha virus,Peribunyaviridae,Mus musculus
NC_078044,Salobo virus,Phenuiviridae,Proechimys guyannensis
NC_078045,Salobo virus,Phenuiviridae,Proechimys guyannensis
NC_078046,Salobo virus,Phenuiviridae,Proechimys guyannensis
NC_078047,Nile warbler virus,Phenuiviridae,Phylloscopus trochilus
NC_078048,Nile warbler virus,Phenuiviridae,Phylloscopus trochilus
NC_078049,Nile warbler virus,Phenuiviridae,Phylloscopus trochilus
NC_078053,Rio Claro virus,Phenuiviridae,Mesocricetus auratus
NC_078054,Rio Claro virus,Phenuiviridae,Mesocricetus auratus
NC_078055,Rio Claro virus,Phenuiviridae,Mesocricetus auratus
NC_078059,Saint-Floris virus,Phenuiviridae,Tatera
NC_078060,Saint-Floris virus,Phenuiviridae,Tatera
NC_078061,Saint-Floris virus,Phenuiviridae,Tatera
NC_078071,Cocle virus,Phenuiviridae,Homo sapiens
NC_078072,Cocle virus,Phenuiviridae,Homo sapiens
NC_078073,Cocle virus,Phenuiviridae,Homo sapiens
NC_078097,Picobirnavirus Equ3,Picobirnaviridae,Equus caballus
NC_078098,Picobirnavirus Equ3,Picobirnaviridae,Equus caballus
NC_078101,Lijiang virus,Arenaviridae,Apodemus chevrieri
NC_078102,Lijiang virus,Arenaviridae,Apodemus chevrieri
NC_078105,Alxa virus,Arenaviridae,Dipodidae
NC_078106,Alxa virus,Arenaviridae,Dipodidae
NC_078111,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078112,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078113,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078114,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078115,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078116,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078117,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078118,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078119,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_078120,Reptilian orthoreovirus,Spinareoviridae,Testudo graeca
NC_023813,Reptilian orthoreovirus,Spinareoviridae,Sauria
NC_023814,Reptilian orthoreovirus,Spinareoviridae,Sauria
NC_023815,Reptilian orthoreovirus,Spinareoviridae,Sauria
NC_023816,Reptilian orthoreovirus,Spinareoviridae,Sauria
NC_023819,Reptilian orthoreovirus,Spinareoviridae,Sauria
NC_023821,Reptilian orthoreovirus,Spinareoviridae,Sauria
NC_023822,Reptilian orthoreovirus,Spinareoviridae,Sauria
NC_078131,Issyk-Kul virus,Nairoviridae,Nyctalus noctula
NC_078132,Issyk-Kul virus,Nairoviridae,Nyctalus noctula
NC_078133,Issyk-Kul virus,Nairoviridae,Nyctalus noctula
NC_078143,Gossas virus,Nairoviridae,Tadarida
NC_078144,Gossas virus,Nairoviridae,Tadarida
NC_078145,Gossas virus,Nairoviridae,Tadarida
NC_078261,Xuan son virus,Hantaviridae,Hipposideros pomona
NC_078262,Xuan son virus,Hantaviridae,Hipposideros pomona
NC_078263,Xuan son virus,Hantaviridae,Hipposideros pomona
NC_078274,Sedlec virus,Peribunyaviridae,Acrocephalus scirpaceus
NC_078275,Sedlec virus,Peribunyaviridae,Acrocephalus scirpaceus
NC_078276,Sedlec virus,Peribunyaviridae,Acrocephalus scirpaceus
NC_078283,Salmon pescarenavirus 1,Arenaviridae,Oncorhynchus tshawytscha
NC_078284,Salmon pescarenavirus 1,Arenaviridae,Oncorhynchus tshawytscha
NC_078285,Salmon pescarenavirus 1,Arenaviridae,Oncorhynchus tshawytscha
NC_078292,Kitale virus,Arenaviridae,Grammomys macmillani
NC_078293,Kitale virus,Arenaviridae,Grammomys macmillani
NC_078297,Dar es Salaam virus TZ-189,Phenuiviridae,Homo sapiens
NC_078298,Dar es Salaam virus TZ-189,Phenuiviridae,Homo sapiens
NC_078299,Dar es Salaam virus TZ-189,Phenuiviridae,Homo sapiens
NC_078300,Penshurt virus,Phenuiviridae,Choloepus hoffmanni
NC_078301,Penshurt virus,Phenuiviridae,Choloepus hoffmanni
NC_078302,Penshurt virus,Phenuiviridae,Choloepus hoffmanni
NC_078312,SetPatVet virus 1,Arenaviridae,Boa constrictor
NC_078313,SetPatVet virus 1,Arenaviridae,Boa constrictor
NC_078314,SetPatVet virus 1,Arenaviridae,Boa constrictor
NC_078315,andere Heimat virus 1,Arenaviridae,Boa constrictor
NC_078316,andere Heimat virus 1,Arenaviridae,Boa constrictor
NC_078483,Lena virus,Hantaviridae,Sorex caecutiens
NC_078484,Lena virus,Hantaviridae,Sorex caecutiens
NC_078485,Lena virus,Hantaviridae,Sorex caecutiens
NC_078521,Rainbow trout orthomyxovirus-1,Orthomyxoviridae,Oncorhynchus
NC_078522,Rainbow trout orthomyxovirus-1,Orthomyxoviridae,Oncorhynchus
NC_078523,Rainbow trout orthomyxovirus-1,Orthomyxoviridae,Oncorhynchus
NC_078524,Rainbow trout orthomyxovirus-1,Orthomyxoviridae,Oncorhynchus
NC_078525,Rainbow trout orthomyxovirus-1,Orthomyxoviridae,Oncorhynchus
NC_078526,Rainbow trout orthomyxovirus-1,Orthomyxoviridae,Oncorhynchus
NC_078527,Rainbow trout orthomyxovirus-1,Orthomyxoviridae,Oncorhynchus
NC_078528,Rainbow trout orthomyxovirus-1,Orthomyxoviridae,Oncorhynchus
NC_076191,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076192,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076193,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076194,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076195,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076196,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076197,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076198,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_035192,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076188,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076189,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076190,Giant panda anellovirus,Anelloviridae,Ailuropoda melanoleuca
NC_076199,Suncus murinus picornavirus,,Suncus murinus
NC_076206,Torque teno didelphis albiventris virus,Anelloviridae,Didelphis albiventris
NC_076207,Rodent Torque teno virus 8,Anelloviridae,Oligoryzomys nigripes
NC_076215,Guangdong red-banded snake chuvirus-like virus,Chuviridae,Lycodon rufozonatus
NC_076216,Wenling fish chu-like virus,Chuviridae,Macroramphosus scolopax
NC_076217,fipivirus F1,Picornaviridae,Chelidoperca sp.
NC_076218,tropivirus B1,Picornaviridae,Teratoscincus roborowskii
NC_076219,rajidapivirus A1,Picornaviridae,Okamejei acutispina
NC_076220,limnipivirus D1,Picornaviridae,Hemibagrus guttatus
NC_076221,Guangdong fish caecilians picornavirus,Picornaviridae,Ichthyophis bannanicus
PP511444,Dulem virus 240,Microviridae,Propithecus coquereli
PP511445,Dulem virus 200,Microviridae,Lemuriformes
PP511446,Dulem virus 245,Microviridae,Lemuriformes
PP511449,Dulem virus 252,Microviridae,Varecia variegata
PP511466,Dulem virus 187,Microviridae,Varecia variegata
PP511471,Dulem virus 166,Microviridae,Lemuridae
PP511483,Dulem virus 264,Microviridae,Lemuriformes
PP511484,Dulem virus 263,Microviridae,Lemuriformes
PP511490,Dulem virus 225,Microviridae,Varecia variegata
PP511491,Dulem virus 219,Microviridae,Lemuridae
PP511494,Dulem virus 214,Microviridae,Lemuridae
PP511497,Dulem virus 71,Inoviridae,Varecia variegata
PP511499,Dulem virus 199,Microviridae,Lemuriformes
PP511500,Dulem virus 177,Microviridae,Varecia
PP511501,Dulem virus 161,Microviridae,Lemuridae
PP511505,Dulem virus 144,Microviridae,Varecia variegata
PP511508,Dulem virus 125,Microviridae,Varecia variegata
PP511512,Dulem virus 114,Microviridae,Lemuridae
PP511513,Dulem virus 107,Microviridae,Varecia variegata
PP511516,Dulem virus 93,Microviridae,Varecia variegata
PP511519,Dulem virus 87,Microviridae,Lemuridae
PP511520,Dulem virus 41,,Varecia variegata
PP511521,Dulem virus 36,,Varecia variegata
PP511522,Dulem virus 35,,Varecia variegata
PP511525,Dulem virus 261,Microviridae,Lemuridae
PP511527,Dulem virus 249,Microviridae,Lemuridae
PP511531,Dulem virus 232,Microviridae,Lemuridae
PP511532,Dulem virus 230,Microviridae,Varecia variegata
PP511533,Dulem virus 228,Microviridae,Lemuridae
PP511535,Dulem virus 223,Microviridae,Varecia variegata
PP511537,Dulem virus 216,Microviridae,Lemuridae
PP511543,Dulem virus 69,Inoviridae,Lemuridae
X05817,Bos taurus papillomavirus 4,Papillomaviridae,Bos taurus
X13744,Avian retrovirus IC10,Retroviridae,Gallus gallus
X54482,Macaque simian foamy virus,Retroviridae,Catarrhini
X57540,Cas-Br-E murine leukemia virus,Retroviridae,Mus musculus
X67706,Coxsackievirus B5,Picornaviridae,Homo sapiens
X70829,Human papillomavirus 65,Papillomaviridae,Homo sapiens
X74462,Human papillomavirus 3,Papillomaviridae,Homo sapiens
X74466,human papillomavirus 12,Papillomaviridae,Homo sapiens
X74467,Human papillomavirus type 14D,Papillomaviridae,Homo sapiens
X74468,Human papillomavirus 15,Papillomaviridae,Homo sapiens
